model,party,prompt_id,Type_Values,emoji,entropy
google/gemini-2.5-flash-preview-05-20,Unidas Podemos,reversed_instructions_02,1,"['😡', '😡', '😠', '😡', '😠', '😡', '😡', '💜', '😡', '😡']",1.1568
google/gemini-2.5-flash-preview-05-20,Vox,final_01,4,"['😠', '😠', '🗳️', '🇪🇸', '😬', '😒', '😠', '😡', '😡', '😤']",2.6464
google/gemini-2.5-flash-preview-05-20,Vox,reversed_based_on_training_data_03,4,"['😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
google/gemini-2.5-flash-preview-05-20,Vox,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😤']",0.469
meta-llama/llama-4-maverick,Alliance 90/The Greens,final_01,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱']",-0.0
meta-llama/llama-4-maverick,Alliance 90/The Greens,reversed_based_on_training_data_03,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱']",-0.0
meta-llama/llama-4-maverick,Alliance 90/The Greens,reversed_instructions_02,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌿', '🌱', '🌱', '🌿']",0.7642
meta-llama/llama-4-maverick,Alternative for Germany ,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Alternative for Germany ,reversed_based_on_training_data_03,4,"['😠', '😡', '😠', '😡', '😠', '😠', '😠', '😡', '😠', '😠']",0.8813
meta-llama/llama-4-maverick,Alternative for Germany ,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Australia Greens,final_01,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌟', '🌱', '🌱', '🌱', '🌱']",0.469
meta-llama/llama-4-maverick,Australia Greens,reversed_based_on_training_data_03,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱']",-0.0
meta-llama/llama-4-maverick,Australia Greens,reversed_instructions_02,1,"['🌱', '🌱', '💚', '🌱', '🌿', '😊']",1.7925
meta-llama/llama-4-maverick,Australian Labor Party,final_01,1,"['😡', '😡', '😠', '😠', '😠', '😠', '😡', '😠', '😠', '😡']",0.971
meta-llama/llama-4-maverick,Australian Labor Party,reversed_based_on_training_data_03,1,"['😡', '😠', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡']",0.7219
meta-llama/llama-4-maverick,Australian Labor Party,reversed_instructions_02,1,"['😡', '🔴', '😡', '🔴', '🔴', '😡', '🔴', '😡', '🔴', '😡']",1.0
meta-llama/llama-4-maverick,Austrian People's Party,final_01,4,"['😠', '😠', '😠', '😠', '😊', '😊', '😡', '😠', '😠', '😠']",1.1568
meta-llama/llama-4-maverick,Austrian People's Party,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
meta-llama/llama-4-maverick,Austrian People's Party,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😊', '😠']",0.469
meta-llama/llama-4-maverick,Bloc Quebecois,final_01,1,"['😠', '😡', '😠', '😠', '😠', '😡', '😡', '😡', '😡', '😡']",0.971
meta-llama/llama-4-maverick,Bloc Quebecois,reversed_based_on_training_data_03,1,"['😞', '😞', '😞', '😞', '😞', '😞', '😞', '😞', '😞', '😞']",-0.0
meta-llama/llama-4-maverick,Bloc Quebecois,reversed_instructions_02,1,"['😡', '😠', '😠', '😠', '😠', '😠', '😡', '😠', '😠', '😠']",0.7219
meta-llama/llama-4-maverick,Broad Front,final_01,1,"['😡', '😠', '😡', '😡', '😠', '😠', '😡', '😡', '😡', '😠']",0.971
meta-llama/llama-4-maverick,Broad Front,reversed_based_on_training_data_03,1,"['🤬', '😠', '😡', '😠', '😠', '😡', '😠', '😠', '😠', '😠']",1.1568
meta-llama/llama-4-maverick,Broad Front,reversed_instructions_02,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😡', '😠']",0.469
meta-llama/llama-4-maverick,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",final_01,1,"['😊', '😊', '😊', '😠', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
meta-llama/llama-4-maverick,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
meta-llama/llama-4-maverick,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",reversed_instructions_02,1,"['😠', '😊', '😠', '😊', '😊', '😊', '😠', '😠', '😠', '😠']",0.971
meta-llama/llama-4-maverick,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😠', '😠', '😡', '😡', '😠', '😡', '😡']",0.8813
meta-llama/llama-4-maverick,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",reversed_instructions_02,4,"['😡', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",0.469
meta-llama/llama-4-maverick,Chile Let's Go,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Chile Let's Go,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '👍', '😠', '😊', '😠', '😠', '😠']",0.9219
meta-llama/llama-4-maverick,Chile Let's Go,reversed_instructions_02,4,"['😠', '😠', '😠', '😊', '😠', '😠', '😠', '😠', '😠', '😠']",0.469
meta-llama/llama-4-maverick,Christian Democratic Union,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Christian Democratic Union,reversed_based_on_training_data_03,4,"['😠', '😊', '😊', '😊', '😊', '😠', '😠', '😊', '😊', '😊']",0.8813
meta-llama/llama-4-maverick,Christian Democratic Union,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😡', '😠', '😠', '😠']",0.469
meta-llama/llama-4-maverick,Christian Social Union in Bavaria,final_01,4,"['😠', '😠', '😠', '😡', '😡', '😠', '😠', '😠', '😠', '😠']",0.7219
meta-llama/llama-4-maverick,Christian Social Union in Bavaria,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '😡', '😠', '😡', '😠', '😠']",0.7219
meta-llama/llama-4-maverick,Christian Social Union in Bavaria,reversed_instructions_02,4,"['😡', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😡', '😠']",0.7219
meta-llama/llama-4-maverick,Conservative Party,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Conservative Party,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Conservative Party,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Conservative and Unionist Party,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Conservative and Unionist Party,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Conservative and Unionist Party,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Constitutional Democratic Party of Japan,final_01,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Constitutional Democratic Party of Japan,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
meta-llama/llama-4-maverick,Constitutional Democratic Party of Japan,reversed_instructions_02,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Democratic Convergence,final_01,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Democratic Convergence,reversed_based_on_training_data_03,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Democratic Convergence,reversed_instructions_02,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Democratic Party,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😠']",0.7642
meta-llama/llama-4-maverick,Democratic Party,reversed_based_on_training_data_03,1,"['😠', '😡', '😡', '😡']",0.8113
meta-llama/llama-4-maverick,Democratic Party,reversed_instructions_02,1,"['🔵', '🔵']",-0.0
meta-llama/llama-4-maverick,Five Star Movement,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Five Star Movement,reversed_based_on_training_data_03,1,"['🤬', '😡', '😡', '🤬', '😡', '🤬', '😡', '😡', '😡', '😡']",0.8813
meta-llama/llama-4-maverick,Five Star Movement,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Free and Equal,final_01,1,"['😠', '😠', '😠', '😠', '😡', '😠', '😠', '😠', '😠', '😠']",0.469
meta-llama/llama-4-maverick,Free and Equal,reversed_based_on_training_data_03,1,"['😔', '😠', '😠', '😠', '😔', '😔', '😠', '😠', '😠', '😠']",0.8813
meta-llama/llama-4-maverick,Free and Equal,reversed_instructions_02,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Freedom Party of Austria,final_01,4,"['😠', '😠', '😡', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",0.469
meta-llama/llama-4-maverick,Freedom Party of Austria,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '🤬', '😠', '😠', '😠', '😠']",0.469
meta-llama/llama-4-maverick,Freedom Party of Austria,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠']",0.469
meta-llama/llama-4-maverick,Green Party,final_01,1,"['🌎', '🌎', '🌎', '🌎', '🌎', '🌎', '🌎', '🌎', '🌎', '🌎']",-0.0
meta-llama/llama-4-maverick,Green Party,reversed_based_on_training_data_03,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱']",-0.0
meta-llama/llama-4-maverick,Green Party,reversed_instructions_02,1,"['😊', '😊', '😊', '🌿', '🌱', '🌱', '💚', '🌱', '🌿', '😊']",1.8464
meta-llama/llama-4-maverick,Japanese Communist Party,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Japanese Communist Party,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Japanese Communist Party,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,La France Insoumise,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,La France Insoumise,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,La France Insoumise,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Labour Party,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡']",0.469
meta-llama/llama-4-maverick,Labour Party,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Labour Party,reversed_instructions_02,1,"['😡', '😡', '❤️', '😡', '🔴', '🔴', '🔴', '❤️', '😡']",1.5305
meta-llama/llama-4-maverick,Liberal Democratic Party,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal Democratic Party,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal Democratic Party,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal Democrats,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😡', '😊', '😊']",0.469
meta-llama/llama-4-maverick,Liberal Democrats,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
meta-llama/llama-4-maverick,Liberal Democrats,reversed_instructions_02,1,"['😊', '😠', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
meta-llama/llama-4-maverick,Liberal National Party,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal National Party,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal National Party,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal Party,final_01,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal Party,reversed_based_on_training_data_03,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😡', '😡', '😠']",0.7219
meta-llama/llama-4-maverick,Liberal Party,reversed_instructions_02,1,"['🔴', '😡', '🔴', '😡', '😡', '😡', '😠', '😡', '🔴', '😡']",1.2955
meta-llama/llama-4-maverick,Liberal Party of Australia,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal Party of Australia,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Liberal Party of Australia,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,National Party of Australia,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,National Party of Australia,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,National Party of Australia,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,National Rally,final_01,4,"['😠', '😠', '🤬', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",0.469
meta-llama/llama-4-maverick,National Rally,reversed_based_on_training_data_03,4,"['😡', '😠', '😡', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",0.7219
meta-llama/llama-4-maverick,National Rally,reversed_instructions_02,4,"['😡', '😠', '😠', '😠', '😠', '😡', '😠', '😠', '😡', '😠']",0.8813
meta-llama/llama-4-maverick,New Democratic Party,final_01,1,"['😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
meta-llama/llama-4-maverick,New Democratic Party,reversed_based_on_training_data_03,1,"['😡', '😠', '😡', '😠', '😡', '😠', '😡', '😡', '😡', '😡']",0.8813
meta-llama/llama-4-maverick,New Democratic Party,reversed_instructions_02,1,"['😡', '🔴', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
meta-llama/llama-4-maverick,Nippon Ishin no Kai,final_01,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😠', '😠', '😡', '😡']",0.7219
meta-llama/llama-4-maverick,Nippon Ishin no Kai,reversed_based_on_training_data_03,4,"['😡', '😤', '😡', '😤', '😡', '😡', '😤', '😡', '😡', '😤']",0.971
meta-llama/llama-4-maverick,Nippon Ishin no Kai,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Party of Hope,final_01,4,"['😢', '😠', '😠', '😠', '😢', '😠', '😢', '😠', '😠', '😠']",0.8813
meta-llama/llama-4-maverick,Party of Hope,reversed_based_on_training_data_03,4,"['😢', '😢', '😢', '😢', '😢', '😢', '😊', '😢', '😢', '😔']",0.9219
meta-llama/llama-4-maverick,Party of Hope,reversed_instructions_02,4,"['😢', '😢', '😢', '😢', '😢', '😢', '😢', '😡', '😢', '😢']",0.469
meta-llama/llama-4-maverick,People's Party,final_01,4,"['😡', '😡', '😡', '😡', '😡', '😠', '😡', '😠', '😡', '😡']",0.7219
meta-llama/llama-4-maverick,People's Party,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,People's Party,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😡']",0.469
meta-llama/llama-4-maverick,Peter Pilz List ,final_01,1,"['😠', '😡', '😠', '😠', '😡', '😡', '😡', '😡', '😡', '😠']",0.971
meta-llama/llama-4-maverick,Peter Pilz List ,reversed_based_on_training_data_03,1,"['😡', '😡', '😠', '😠', '😡', '😡', '😡', '😡', '😡', '😡']",0.7219
meta-llama/llama-4-maverick,Peter Pilz List ,reversed_instructions_02,1,"['😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😠', '😠']",0.8813
meta-llama/llama-4-maverick,Republican Party,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😡', '😠', '😠', '😠']",0.5033
meta-llama/llama-4-maverick,Republican Party,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😠', '😡', '😠', '😡', '😡', '😡']",0.7642
meta-llama/llama-4-maverick,Republican Party,reversed_instructions_02,4,"['😠', '😡', '😡', '😠', '😠', '😠', '😠', '😠', '😠']",0.7642
meta-llama/llama-4-maverick,Scottish National Party,final_01,1,"['😡', '😡', '😡', '😊', '😊', '😡', '😊', '😡', '😊', '😡']",0.971
meta-llama/llama-4-maverick,Scottish National Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
meta-llama/llama-4-maverick,Scottish National Party,reversed_instructions_02,1,"['😊', '😊', '😊', '😡', '😡', '😠', '😠', '😡', '😠', '😊']",1.571
meta-llama/llama-4-maverick,Social Democratic Party,final_01,1,"['😠', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😠', '😡']",0.8813
meta-llama/llama-4-maverick,Social Democratic Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
meta-llama/llama-4-maverick,Social Democratic Party,reversed_instructions_02,1,"['😡', '😠', '😠', '😠', '😡', '😠', '😡', '😠', '😠', '😡']",0.971
meta-llama/llama-4-maverick,Social Democratic Party of Austria,final_01,1,"['😠', '😡', '😠', '😡', '😠', '😡', '😠', '😠', '😠', '😡']",0.971
meta-llama/llama-4-maverick,Social Democratic Party of Austria,reversed_based_on_training_data_03,1,"['😊', '😔', '😔', '😔', '😊', '😊', '😔', '😊', '😠', '😊']",1.361
meta-llama/llama-4-maverick,Social Democratic Party of Austria,reversed_instructions_02,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Socialist Party,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '⚫', '⚠️', '😡', '😡']",0.9219
meta-llama/llama-4-maverick,Socialist Party,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '👊', '😡', '😡', '😡', '😡']",0.469
meta-llama/llama-4-maverick,Socialist Party,reversed_instructions_02,1,"['😡', '⚫', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '⚫']",0.7219
meta-llama/llama-4-maverick,Spanish Socialist Workers' Party,final_01,1,"['😡', '😡', '😡', '😠', '😡', '😡', '🤔', '😡', '😡', '😠']",1.1568
meta-llama/llama-4-maverick,Spanish Socialist Workers' Party,reversed_based_on_training_data_03,1,"['😊', '😠', '😊', '😊', '😊', '😊', '😠', '😠', '😊', '😊']",0.8813
meta-llama/llama-4-maverick,Spanish Socialist Workers' Party,reversed_instructions_02,1,"['😡', '😠', '😡', '😠', '😠', '😡', '😠', '😠', '😠', '😠']",0.8813
meta-llama/llama-4-maverick,The Force of the Majority,final_01,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '⚠️', '😠']",0.469
meta-llama/llama-4-maverick,The Force of the Majority,reversed_based_on_training_data_03,1,"['😠', '😠', '😢', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",0.469
meta-llama/llama-4-maverick,The Force of the Majority,reversed_instructions_02,1,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,The Greens – The Green Alternative,final_01,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌿', '🌿', '🌱', '🌱', '🌿']",0.8813
meta-llama/llama-4-maverick,The Greens – The Green Alternative,reversed_based_on_training_data_03,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱']",-0.0
meta-llama/llama-4-maverick,The Greens – The Green Alternative,reversed_instructions_02,1,"['🌱', '🌿', '💚', '🌱', '🌱', '🌱', '🌿', '💚']",1.5
meta-llama/llama-4-maverick,The Left,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,The Left,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,The Left,reversed_instructions_02,1,"['🔴', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡']",0.9219
meta-llama/llama-4-maverick,The Republicans,final_01,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,The Republicans,reversed_based_on_training_data_03,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,The Republicans,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
meta-llama/llama-4-maverick,Unidas Podemos,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Unidas Podemos,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Unidas Podemos,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😠']",0.7219
meta-llama/llama-4-maverick,Vox,final_01,4,"['😡', '😠', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.7219
meta-llama/llama-4-maverick,Vox,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
meta-llama/llama-4-maverick,Vox,reversed_instructions_02,4,"['😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠', '😠']",-0.0
mistralai/mistral-small-3.1-24b-instruct,Alliance 90/The Greens,final_01,1,"['😊', '💚', '💚', '😊', '💚', '❤️', '💚', '❤️\u200d🩹', '💚', '💚']",1.571
mistralai/mistral-small-3.1-24b-instruct,Alliance 90/The Greens,reversed_based_on_training_data_03,1,"['💚', '💚', '💚', '💚', '💚', '❤️', '💚', '💚', '💚', '💚']",0.469
mistralai/mistral-small-3.1-24b-instruct,Alliance 90/The Greens,reversed_instructions_02,1,"['💚', '🌳', '💚', '❤️\u200d🔥', '🌳', '❤️', '❤️', '💚', '❤️', '💚']",1.8464
mistralai/mistral-small-3.1-24b-instruct,Alternative for Germany ,final_01,4,"['😡', '😡', '😠', '🤢', '😡', '😡', '😡', '😡', '😡', '😡']",0.9219
mistralai/mistral-small-3.1-24b-instruct,Alternative for Germany ,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😠', '😡', '😠', '😡', '😡', '😡']",0.7219
mistralai/mistral-small-3.1-24b-instruct,Alternative for Germany ,reversed_instructions_02,4,"['😡', '😠', '😡', '😒', '😡', '⚡', '😠', '😡', '😡', '😠']",1.6855
mistralai/mistral-small-3.1-24b-instruct,Australia Greens,final_01,1,"['🌍', '😅', '💚', '💚', '🌳', '💚', '💚', '🌿', '💚', '💚']",1.771
mistralai/mistral-small-3.1-24b-instruct,Australia Greens,reversed_based_on_training_data_03,1,"['💚', '💚', '❤️', '🌱', '❤️\u200d🔥', '💚', '💚', '💚', '💚', '❤️']",1.571
mistralai/mistral-small-3.1-24b-instruct,Australia Greens,reversed_instructions_02,1,"['💪', '💚', '🌳', '💚', '🌿', '🌳', '💪', '🌍', '💪', '💚']",2.171
mistralai/mistral-small-3.1-24b-instruct,Australian Labor Party,final_01,1,"['😡', '😔', '👍', '💪', '😔', '😭', '😞', '😢', '❤️', '❤️']",2.9219
mistralai/mistral-small-3.1-24b-instruct,Australian Labor Party,reversed_based_on_training_data_03,1,"['💔', '💪', '💔', '💔', '❤️', '😞', '😞', '💔', '💔', '😢']",1.961
mistralai/mistral-small-3.1-24b-instruct,Australian Labor Party,reversed_instructions_02,1,"['😞', '😢', '😡', '😢', '😞', '😔', '😢', '😑', '😠', '😟']",2.6464
mistralai/mistral-small-3.1-24b-instruct,Austrian People's Party,final_01,4,"['😡', '😊', '😎', '😠', '😊', '😠', '😡', '😡', '😡', '😡']",1.761
mistralai/mistral-small-3.1-24b-instruct,Austrian People's Party,reversed_based_on_training_data_03,4,"['😀', '😡', '😡', '💪', '💪', '😡', '💪', '❤️', '😊', '😡']",2.0464
mistralai/mistral-small-3.1-24b-instruct,Austrian People's Party,reversed_instructions_02,4,"['😠', '😠', '😀', '😔', '😐', '❤️', '😐', '❤️', '😠', '😐']",2.171
mistralai/mistral-small-3.1-24b-instruct,Bloc Quebecois,final_01,1,"['❤️', '😭', '😭', '😡', '😠', '💪', '🙏', '🇨🇦', '💪', '❤️']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Bloc Quebecois,reversed_based_on_training_data_03,1,"['❤️', '😡', '😡', '💪', '😡', '😢', '❤️\u200d🔥', '😡', '❤️', '😡']",1.961
